Andrew.Wiggins,0.3179994581143474(0.3179994581143474),0.0908976942137108(0.0908976942137108),0.11620959249554665(0.11620959249554665),0.032170687923220025(0.032170687923220025),0.19400833224568034(0.19400833224568034),0.3179736276495864(0.3179736276495864),0.13286419736026456(0.13286419736026456),0.2553688493715338(0.2553688493715338),0.07426360722134233(0.07426360722134233),0.39154874265854894(0.39154874265854894),0.5542705906437093(0.5542705906437093),0.3106907515441261(0.3106907515441261),0.24528639840704025(0.24528639840704025),0.6872574265845028(0.6872574265845028),0.2420264165915515(0.2420264165915515)
LeBron.James,0.3173491570038701(0.3173491570038701),0.08713941983433121(0.08713941983433121),0.14656324961096157(0.14656324961096157),0.06774287037779828(0.06774287037779828),0.08921279536055259(0.08921279536055259),0.0840039465316627(0.0840039465316627),0.04379618185655032(0.04379618185655032),0.63186452639816(0.63186452639816),0.19383755282514017(0.19383755282514017),0.7969320691024004(0.7969320691024004),0.3442633348169414(0.3442633348169414),0.46352509394753244(0.46352509394753244),0.17367861679256996(0.17367861679256996),0.3590483292544412(0.3590483292544412),0.3338435424054485(0.3338435424054485)
Kelly.Olynyk,0.3136086518004058(0.3136086518004058),0.14452391221819674(0.14452391221819674),0.23037041816628112(0.23037041816628112),0.5906342170916496(0.5906342170916496),0.36713736255389495(0.36713736255389495),0.1109125383921919(0.1109125383921919),0.15144696019208356(0.15144696019208356),0.18492961221891024(0.18492961221891024),0.37160051881836653(0.37160051881836653),0.11363384243309047(0.11363384243309047),0.0(0.0),0.3968410450134494(0.3968410450134494),0.17300420871169922(0.17300420871169922),0.24150771723516617(0.24150771723516617),0.4969378843635981(0.4969378843635981)
Rudy.Gay,0.31258002386036254(0.31258002386036254),0.10309452212523268(0.10309452212523268),0.11085900242122204(0.11085900242122204),0.06324485472748918(0.06324485472748918),0.2835619026254059(0.2835619026254059),0.21959342429391202(0.21959342429391202),0.25441537140518267(0.25441537140518267),0.40245464636826417(0.40245464636826417),0.16441506480261045(0.16441506480261045),0.46969778652819105(0.46969778652819105),0.25234621427866544(0.25234621427866544),0.27734172324184864(0.27734172324184864),0.4147257754471761(0.4147257754471761),0.47547839559385446(0.47547839559385446),0.33614046079478976(0.33614046079478976)
Thaddeus.Young,0.30769232134965074(0.30769232134965074),0.2525529542559622(0.2525529542559622),0.4906184761779239(0.4906184761779239),0.4297780165305271(0.4297780165305271),0.24278437207137882(0.24278437207137882),0.0(0.0),0.0(0.0),0.5359794593069164(0.5359794593069164),0.18057518509513246(0.18057518509513246),0.11682455638484572(0.11682455638484572),0.0(0.0),0.5172997213331844(0.5172997213331844),0.45643387935069835(0.45643387935069835),0.19578152076089092(0.19578152076089092),0.22583426953189045(0.22583426953189045)
Julius.Randle,0.30758141461904076(0.30758141461904076),0.257516488109723(0.257516488109723),0.25610083260405575(0.25610083260405575),0.28005063111302997(0.28005063111302997),0.1811370709061492(0.1811370709061492),0.07271984284345273(0.07271984284345273),0.036508923763771135(0.036508923763771135),0.5066093306014405(0.5066093306014405),0.36349788486912443(0.36349788486912443),0.6111947320351865(0.6111947320351865),0.02738553124437166(0.02738553124437166),0.5222169611459284(0.5222169611459284),0.6119268161068435(0.6119268161068435),0.23079141529943784(0.23079141529943784),0.10715826160727009(0.10715826160727009)
Terrence.Jones,0.30466832198592864(0.30466832198592864),0.21667098511041624(0.21667098511041624),0.32334873474744624(0.32334873474744624),0.3944256833041282(0.3944256833041282),0.3737731029067673(0.3737731029067673),0.0(0.0),0.0(0.0),0.3825332129973465(0.3825332129973465),0.18204380914602036(0.18204380914602036),0.3313646917415557(0.3313646917415557),0.0(0.0),0.4650951950944048(0.4650951950944048),0.5718741892474568(0.5718741892474568),0.22698302521297992(0.22698302521297992),0.20042909402576622(0.20042909402576622)
Dwyane.Wade,0.3025298517397619(0.3025298517397619),0.08519659557970362(0.08519659557970362),0.07903486823480681(0.07903486823480681),0.0(0.0),0.15040202086515098(0.15040202086515098),0.24890882463615296(0.24890882463615296),0.1193294247851186(0.1193294247851186),0.40646109710229056(0.40646109710229056),0.08996076351379569(0.08996076351379569),0.47300598150826484(0.47300598150826484),0.5732564608680673(0.5732564608680673),0.27007087846972416(0.27007087846972416),0.3620624181079221(0.3620624181079221),0.72357412600095(0.72357412600095),0.19846261752804312(0.19846261752804312)
Noah.Vonleh,0.30221789873037497(0.30221789873037497),0.6204887535452742(0.6204887535452742),0.5537124732775512(0.5537124732775512),0.2751671890771514(0.2751671890771514),0.23002680927858896(0.23002680927858896),0.0(0.0),0.0(0.0),0.10028289060533434(0.10028289060533434),0.3894412788467211(0.3894412788467211),0.1682941781759318(0.1682941781759318),0.0(0.0),0.5902308528574426(0.5902308528574426),0.3426841269191042(0.3426841269191042),0.35161950316788243(0.35161950316788243),0.09286796526702061(0.09286796526702061)
DeAndre.Jordan,0.30194806344952807(0.30194806344952807),0.6971153586746497(0.6971153586746497),0.5513319436331799(0.5513319436331799),0.5055008108967377(0.5055008108967377),0.0(0.0),0.0(0.0),0.0(0.0),0.12912804170890696(0.12912804170890696),0.7944734850005695(0.7944734850005695),0.0(0.0),0.0(0.0),0.9787214482573525(0.9787214482573525),0.12367621953751344(0.12367621953751344),0.0(0.0),0.00455741772282608(0.00455741772282608)
Mason.Plumlee,0.2975110840432881(0.2975110840432881),0.3105479077709577(0.3105479077709577),0.7129545362703892(0.7129545362703892),0.4881823572985551(0.4881823572985551),0.0873122470973514(0.0873122470973514),0.0(0.0),0.0(0.0),0.28323936059841004(0.28323936059841004),0.4343353057552686(0.4343353057552686),0.1547496090050197(0.1547496090050197),0.0(0.0),0.6920237270626788(0.6920237270626788),0.4139156259358904(0.4139156259358904),0.23736427219819803(0.23736427219819803),0.012662743604584885(0.012662743604584885)
Joe.Johnson,0.29542319734409805(0.29542319734409805),0.05769230506471904(0.05769230506471904),0.038215009589811604(0.038215009589811604),0.035392192445709555(0.035392192445709555),0.4879128753929859(0.4879128753929859),0.25089180374369624(0.25089180374369624),0.17025360193926034(0.17025360193926034),0.06593809407346336(0.06593809407346336),0.02387051000309542(0.02387051000309542),0.6006795914969959(0.6006795914969959),0.32870635973091006(0.32870635973091006),0.06835613344288877(0.06835613344288877),0.5008448813589734(0.5008448813589734),0.4669770562010445(0.4669770562010445),0.5418885422163388(0.5418885422163388)
Meyers.Leonard,0.2852135922186999(0.2852135922186999),0.0(0.0),0.2549062507017774(0.2549062507017774),0.7234078938682059(0.7234078938682059),0.5476981585158543(0.5476981585158543),0.0(0.0),0.0(0.0),0.07340208809530765(0.07340208809530765),0.3241701499538099(0.3241701499538099),0.09453874193692577(0.09453874193692577),0.0(0.0),0.07408653262821724(0.07408653262821724),0.19619110749995325(0.19619110749995325),0.4198721556226496(0.4198721556226496),0.7408877146377022(0.7408877146377022)
Myles.Turner,0.27463156153664064(0.27463156153664064),0.19554783483874882(0.19554783483874882),0.4679582764132788(0.4679582764132788),0.7828669182007325(0.7828669182007325),0.22620073893127174(0.22620073893127174),0.04733191660167546(0.04733191660167546),0.0(0.0),0.20032272598417478(0.20032272598417478),0.28930321103444245(0.28930321103444245),0.08218327191859305(0.08218327191859305),0.0(0.0),0.3337801251170436(0.3337801251170436),0.28614953497016493(0.28614953497016493),0.7118537538437095(0.7118537538437095),0.17399736106671895(0.17399736106671895)
Marcus.Smart,0.2718325038160508(0.2718325038160508),0.10978194697253718(0.10978194697253718),0.11155732916631501(0.11155732916631501),0.0(0.0),0.33779526948416083(0.33779526948416083),0.3273728828247579(0.3273728828247579),0.09482147843687996(0.09482147843687996),0.29629494660141387(0.29629494660141387),0.542722720004255(0.542722720004255),0.28961796290886493(0.28961796290886493),0.3314422985023802(0.3314422985023802),0.23318239663782814(0.23318239663782814),0.38763095586701773(0.38763095586701773),0.22355521816584709(0.22355521816584709),0.5828017810912889(0.5828017810912889)
Marreese.Speights,0.26618510400975176(0.26618510400975176),0.284280935671469(0.284280935671469),0.15104746417485948(0.15104746417485948),0.6655271499017023(0.6655271499017023),0.46263708062713865(0.46263708062713865),0.0(0.0),0.0(0.0),0.15155379953537926(0.15155379953537926),0.26878581832132353(0.26878581832132353),0.1352882002771562(0.1352882002771562),0.0(0.0),0.2684304359225872(0.2684304359225872),0.2047326764557029(0.2047326764557029),0.19674262814329374(0.19674262814329374),0.6634165964978481(0.6634165964978481)
Bobby.Portis,0.26338148928902483(0.26338148928902483),0.33878503941251825(0.33878503941251825),0.19420010263669016(0.19420010263669016),0.3657055480050951(0.3657055480050951),0.5521642742806939(0.5521642742806939),0.0(0.0),0.0(0.0),0.25586507202042597(0.25586507202042597),0.23019436848522487(0.23019436848522487),0.11916741308223361(0.11916741308223361),0.0(0.0),0.284428212028767(0.284428212028767),0.27242233802231397(0.27242233802231397),0.5763948541105727(0.5763948541105727),0.33659261115037603(0.33659261115037603)
Evan.Turner,0.25951602871816415(0.25951602871816415),0.0842556710954861(0.0842556710954861),0.06160889132315564(0.06160889132315564),0.0(0.0),0.27939417517471005(0.27939417517471005),0.31406600106211996(0.31406600106211996),0.10829431732036413(0.10829431732036413),0.326508510083364(0.326508510083364),0.20358511050336078(0.20358511050336078),0.47983514301288777(0.47983514301288777),0.45470876977441177(0.45470876977441177),0.19548221316012887(0.19548221316012887),0.43828933793996705(0.43828933793996705),0.6713653471915544(0.6713653471915544),0.2810654802843557(0.2810654802843557)
Tobias.Harris,0.2568127384550015(0.2568127384550015),0.08693045253441489(0.08693045253441489),0.07650777447690464(0.07650777447690464),0.2666438310511848(0.2666438310511848),0.4235432712006666(0.4235432712006666),0.12047505352371181(0.12047505352371181),0.12032701422721244(0.12032701422721244),0.34958898768006663(0.34958898768006663),0.014415182554000072(0.014415182554000072),0.5237415979672644(0.5237415979672644),0.1822147962862718(0.1822147962862718),0.2122019345377086(0.2122019345377086),0.4724198385190775(0.4724198385190775),0.4662136564103767(0.4662136564103767),0.38751134760796413(0.38751134760796413)
Marquese.Chriss,0.25556183487190615(0.25556183487190615),0.26325846279990145(0.26325846279990145),0.30036867058002004(0.30036867058002004),0.27412462441910335(0.27412462441910335),0.4356848547231698(0.4356848547231698),0.0(0.0),0.05983765226149873(0.05983765226149873),0.4211814161887826(0.4211814161887826),0.295112880790044(0.295112880790044),0.1900757312824236(0.1900757312824236),0.0(0.0),0.43655417221351706(0.43655417221351706),0.1905492597478093(0.1905492597478093),0.20458624677246903(0.20458624677246903),0.46601031434890006(0.46601031434890006)
DeMar.DeRozan,0.25300386415857085(0.25300386415857085),0.047285627567352134(0.047285627567352134),0.020099483660093648(0.020099483660093648),0.0(0.0),0.10435490270861085(0.10435490270861085),0.2566121750486203(0.2566121750486203),0.21622133461234896(0.21622133461234896),0.19267640124220628(0.19267640124220628),0.030232393568108935(0.030232393568108935),0.6711779305689398(0.6711779305689398),0.7079856619343896(0.7079856619343896),0.16966043912550494(0.16966043912550494),0.5281179636694927(0.5281179636694927),0.8902920214142304(0.8902920214142304),0.1055255889826743(0.1055255889826743)
Nicolas.Batum,0.2503064103501293(0.2503064103501293),0.0486488115550875(0.0486488115550875),0.07789844853410348(0.07789844853410348),0.0(0.0),0.2387411765463118(0.2387411765463118),0.5151709654843225(0.5151709654843225),0.5729894321499053(0.5729894321499053),0.13749035291056813(0.13749035291056813),0.09990597695140044(0.09990597695140044),0.20223493924623434(0.20223493924623434),0.43959928957777283(0.43959928957777283),0.09430719280119922(0.09430719280119922),0.2390546158374604(0.2390546158374604),0.6261658844596752(0.6261658844596752),0.5461538567330485(0.5461538567330485)
Marcus.Morris,0.24880383748673368(0.24880383748673368),0.11125439961005264(0.11125439961005264),0.06200575288954966(0.06200575288954966),0.14594021817090205(0.14594021817090205),0.3092306297785595(0.3092306297785595),0.24705813629670198(0.24705813629670198),0.14567331431759464(0.14567331431759464),0.3386365683914148(0.3386365683914148),0.12506338327543123(0.12506338327543123),0.5795112827670855(0.5795112827670855),0.2858619585541214(0.2858619585541214),0.09104376061178507(0.09104376061178507),0.23257657782164284(0.23257657782164284),0.7495285668364967(0.7495285668364967),0.46612602725726315(0.46612602725726315)
Bismack.Biyombo,0.24757859344986496(0.24757859344986496),0.3909058228576391(0.3909058228576391),0.7862161612074478(0.7862161612074478),0.6522748370303448(0.6522748370303448),0.0(0.0),0.0(0.0),0.0(0.0),0.14492786337365915(0.14492786337365915),0.643545480555196(0.643545480555196),0.0(0.0),0.0(0.0),0.6454521402455754(0.6454521402455754),0.5932332182362752(0.5932332182362752),0.19027019197271208(0.19027019197271208),0.0(0.0)
Jon.Leuer,0.24701196697826922(0.24701196697826922),0.23700071214237736(0.23700071214237736),0.28097236723172797(0.28097236723172797),0.38506049877159504(0.38506049877159504),0.4597749461797677(0.4597749461797677),0.0(0.0),0.11194727314960265(0.11194727314960265),0.35415605573182785(0.35415605573182785),0.08722069442187544(0.08722069442187544),0.12504726714446285(0.12504726714446285),0.02981366919776294(0.02981366919776294),0.2566648554171775(0.2566648554171775),0.31151241910577143(0.31151241910577143),0.5870758852519763(0.5870758852519763),0.33989794386286076(0.33989794386286076)
Giannis.Antetokounmpo,0.2424242486584024(0.2424242486584024),0.14518305152059222(0.14518305152059222),0.24517217205537836(0.24517217205537836),0.09729348562309213(0.09729348562309213),0.15504125242903563(0.15504125242903563),0.1352937451412506(0.1352937451412506),0.04259453818117107(0.04259453818117107),0.6082547433593656(0.6082547433593656),0.238837561728294(0.238837561728294),0.49957866078901625(0.49957866078901625),0.304919417392158(0.304919417392158),0.5399473738290549(0.5399473738290549),0.2618315063953866(0.2618315063953866),0.36754671629488267(0.36754671629488267),0.18708415348962099(0.18708415348962099)
Dario.Saric,0.23562612599929525(0.23562612599929525),0.16389135515135053(0.16389135515135053),0.15846230362436356(0.15846230362436356),0.24214941191665748(0.24214941191665748),0.40871383410351525(0.40871383410351525),0.08604378130618412(0.08604378130618412),0.15451661878110298(0.15451661878110298),0.39441248947049956(0.39441248947049956),0.15704823918305577(0.15704823918305577),0.4352069079095746(0.4352069079095746),0.0886322505349006(0.0886322505349006),0.308201542601651(0.308201542601651),0.25368452013771864(0.25368452013771864),0.34561152351508007(0.34561152351508007),0.48276139050577005(0.48276139050577005)
Wesley.Matthews,0.2318582618859168(0.2318582618859168),0.0(0.0),0.049338225876340305(0.049338225876340305),0.03518420809651131(0.03518420809651131),0.46293109615183264(0.46293109615183264),0.2697780298113387(0.2697780298113387),0.44524766469535265(0.44524766469535265),0.22528003291545434(0.22528003291545434),0.1231721925670613(0.1231721925670613),0.44574879397842404(0.44574879397842404),0.21311392708341798(0.21311392708341798),0.09938040827350288(0.09938040827350288),0.2095026167958419(0.2095026167958419),0.36313848007117605(0.36313848007117605),0.7435611973079315(0.7435611973079315)
Nene,0.23099851349640982(0.23099851349640982),0.20824574927008607(0.20824574927008607),0.5872417332021734(0.5872417332021734),0.822594489699766(0.822594489699766),0.10693126595755806(0.10693126595755806),0.0(0.0),0.0(0.0),0.19155720059537995(0.19155720059537995),0.3102283969136269(0.3102283969136269),0.22153751867709615(0.22153751867709615),0.0(0.0),0.7287506135766127(0.7287506135766127),0.15574341458745225(0.15574341458745225),0.3574816210554866(0.3574816210554866),0.029806884968405015(0.029806884968405015)
Kawhi.Leonard,0.22832106877947944(0.22832106877947944),0.06266205439901779(0.06266205439901779),0.07000572292689809(0.07000572292689809),0.01820887632945148(0.01820887632945148),0.2812910505958262(0.2812910505958262),0.32884904095429585(0.32884904095429585),0.22966591316316592(0.22966591316316592),0.3151662322774864(0.3151662322774864),0.09186251163943765(0.09186251163943765),0.49418998759304766(0.49418998759304766),0.42585277162212504(0.42585277162212504),0.16289656363507235(0.16289656363507235),0.3383614526517912(0.3383614526517912),0.6561778816972884(0.6561778816972884),0.3871232247899437(0.3871232247899437)
JaMychal.Green,0.22426972374847987(0.22426972374847987),0.46474358732156074(0.46474358732156074),0.3403670800609203(0.3403670800609203),0.2311652256449547(0.2311652256449547),0.4407302077900776(0.4407302077900776),0.0(0.0),0.04520393298209777(0.04520393298209777),0.2482567514258822(0.2482567514258822),0.35561351030046073(0.35561351030046073),0.12960040635316086(0.12960040635316086),0.0(0.0),0.46240119544744673(0.46240119544744673),0.12557289771444363(0.12557289771444363),0.33506150532523704(0.33506150532523704),0.37942554015229246(0.37942554015229246)
Channing.Frye,0.22075758146097815(0.22075758146097815),0.09759615021445096(0.09759615021445096),0.15532085209227212(0.15532085209227212),0.4490384485508877(0.4490384485508877),0.6046140382756026(0.6046140382756026),0.0(0.0),0.1906701885056313(0.1906701885056313),0.24257258729598538(0.24257258729598538),0.25461964836448203(0.25461964836448203),0.06538930320877669(0.06538930320877669),0.0(0.0),0.1038075720662046(0.1038075720662046),0.1234593650906699(0.1234593650906699),0.27852861751731084(0.27852861751731084),0.8470441846441058(0.8470441846441058)
Ersan.Ilyasova,0.21353857178920613(0.21353857178920613),0.25041374702787306(0.25041374702787306),0.19791597517403903(0.19791597517403903),0.3552462568975386(0.3552462568975386),0.4280636231020491(0.4280636231020491),0.07778551126873863(0.07778551126873863),0.16334307602807724(0.16334307602807724),0.4512595943067849(0.4512595943067849),0.230520775337184(0.230520775337184),0.055051792698542316(0.055051792698542316),0.0355395563700841(0.0355395563700841),0.272697010870294(0.272697010870294),0.10357531025095543(0.10357531025095543),0.3681753469416416(0.3681753469416416),0.5938826591457717(0.5938826591457717)
Draymond.Green,0.213037518774129(0.213037518774129),0.1686326597826116(0.1686326597826116),0.28287960233859(0.28287960233859),0.22722093855955114(0.22722093855955114),0.3836307581787104(0.3836307581787104),0.0(0.0),0.1072885541483042(0.1072885541483042),0.513893958265158(0.513893958265158),0.49535778644849227(0.49535778644849227),0.10592218827074733(0.10592218827074733),0.08765040117124533(0.08765040117124533),0.4368880093426085(0.4368880093426085),0.2164122536747229(0.2164122536747229),0.09046253254345696(0.09046253254345696),0.5319942898012862(0.5319942898012862)
Aaron.Gordon,0.20955023848737536(0.20955023848737536),0.22328956842182085(0.22328956842182085),0.1896840867581774(0.1896840867581774),0.11496558907974602(0.11496558907974602),0.3343434903453054(0.3343434903453054),0.2526685173515414(0.2526685173515414),0.1147981678019797(0.1147981678019797),0.5502503599405976(0.5502503599405976),0.10576377543351036(0.10576377543351036),0.2655466322137256(0.2655466322137256),0.1909631407402183(0.1909631407402183),0.3713238385468137(0.3713238385468137),0.18555882585514777(0.18555882585514777),0.4025553680301427(0.4025553680301427),0.405844577259383(0.405844577259383)
Gorgui.Dieng,0.20825658590299362(0.20825658590299362),0.282502061795356(0.282502061795356),0.4803273304829993(0.4803273304829993),0.4832152350219041(0.4832152350219041),0.35344080607154754(0.35344080607154754),0.0(0.0),0.0(0.0),0.22461338511718704(0.22461338511718704),0.4426508112410186(0.4426508112410186),0.06079100222753744(0.06079100222753744),0.0(0.0),0.3636462780486444(0.3636462780486444),0.356328356440353(0.356328356440353),0.7305234393135164(0.7305234393135164),0.08553258179902837(0.08553258179902837)
Rondae.Hollis-Jefferson,0.20700562031989642(0.20700562031989642),0.16529539288756567(0.16529539288756567),0.3310683892686033(0.3310683892686033),0.11573155887841505(0.11573155887841505),0.31618285923494927(0.31618285923494927),0.12724722348546494(0.12724722348546494),0.06595346883691691(0.06595346883691691),0.5849442678449668(0.5849442678449668),0.08851824580757663(0.08851824580757663),0.3690787618684469(0.3690787618684469),0.16245315968922616(0.16245315968922616),0.5529080823642574(0.5529080823642574),0.2927164615117354(0.2927164615117354),0.35581171758390673(0.35581171758390673),0.1625324558423977(0.1625324558423977)
Russell.Westbrook,0.203736458857888(0.203736458857888),0.07674664560567772(0.07674664560567772),0.024031789506871883(0.024031789506871883),0.0(0.0),0.0712583311122172(0.0712583311122172),0.1487594381901334(0.1487594381901334),0.05855443686846553(0.05855443686846553),0.5585836017872177(0.5585836017872177),0.1595016209771171(0.1595016209771171),0.7457979414902342(0.7457979414902342),0.6128116437088491(0.6128116437088491),0.2966587509706091(0.2966587509706091),0.16251667098479322(0.16251667098479322),0.5613485310629134(0.5613485310629134),0.3949186356691428(0.3949186356691428)
Vince.Carter,0.20027689257196832(0.20027689257196832),0.10380059402203559(0.10380059402203559),0.0724503891683987(0.0724503891683987),0.0(0.0),0.5068483346885418(0.5068483346885418),0.4133013209250084(0.4133013209250084),0.33111307130101203(0.33111307130101203),0.15533821506434742(0.15533821506434742),0.25058626119291577(0.25058626119291577),0.15932417367109306(0.15932417367109306),0.2688235991023128(0.2688235991023128),0.1719178274812495(0.1719178274812495),0.17167583986213525(0.17167583986213525),0.2019013193705267(0.2019013193705267),0.7931909182363547(0.7931909182363547)
Jaylen.Brown,0.19905374808061735(0.19905374808061735),0.1399413742156431(0.1399413742156431),0.2762161312850956(0.2762161312850956),0.0(0.0),0.49242811391544916(0.49242811391544916),0.18353875647873313(0.18353875647873313),0.07274640141753853(0.07274640141753853),0.5848981373675212(0.5848981373675212),0.18020429119378711(0.18020429119378711),0.26252952684810094(0.26252952684810094),0.09308565290529622(0.09308565290529622),0.4381511052660863(0.4381511052660863),0.23726284196938657(0.23726284196938657),0.23002671714050751(0.23002671714050751),0.4196217421324314(0.4196217421324314)
Kevin.Durant,0.19855372370193478(0.19855372370193478),0.0506992983057088(0.0506992983057088),0.16409819123612995(0.16409819123612995),0.06414835089266999(0.06414835089266999),0.21438596158591325(0.21438596158591325),0.15748620100229682(0.15748620100229682),0.40597242857879806(0.40597242857879806),0.6329016232005753(0.6329016232005753),0.15540562453010734(0.15540562453010734),0.45178061146136733(0.45178061146136733),0.21717067793588243(0.21717067793588243),0.26858611517032777(0.26858611517032777),0.33629345532545096(0.33629345532545096),0.4629397569369042(0.4629397569369042),0.3998267342281986(0.3998267342281986)
Brandon.Ingram,0.19610244090090073(0.19610244090090073),0.08762841558536569(0.08762841558536569),0.12155422328661615(0.12155422328661615),0.0(0.0),0.33450292480758387(0.33450292480758387),0.2683098231599065(0.2683098231599065),0.07095647497824818(0.07095647497824818),0.3575415079174355(0.3575415079174355),0.16491444557390045(0.16491444557390045),0.5812382075877451(0.5812382075877451),0.3740646255999691(0.3740646255999691),0.30135785048687685(0.30135785048687685),0.3174655707372104(0.3174655707372104),0.4912986053952373(0.4912986053952373),0.35138955429110635(0.35138955429110635)
Amir.Johnson,0.1894093659722273(0.1894093659722273),0.3521071593013971(0.3521071593013971),0.723297398771348(0.723297398771348),0.42852664899032344(0.42852664899032344),0.19313967950310326(0.19313967950310326),0.0(0.0),0.0(0.0),0.2116233166474187(0.2116233166474187),0.4778857950525002(0.4778857950525002),0.1038770948195602(0.1038770948195602),0.0(0.0),0.5907642403955019(0.5907642403955019),0.4587467982492917(0.4587467982492917),0.05865611072401564(0.05865611072401564),0.23453452940004446(0.23453452940004446)
Willie.Reed,0.1831022156915303(0.1831022156915303),0.7404389199471287(0.7404389199471287),0.8324571415451075(0.8324571415451075),0.434904083025086(0.434904083025086),0.05102586935013099(0.05102586935013099),0.0(0.0),0.0(0.0),0.12856424508084818(0.12856424508084818),0.27068330442105915(0.27068330442105915),0.0(0.0),0.0(0.0),0.6672255802762656(0.6672255802762656),0.46811260837458885(0.46811260837458885),0.22753780074637953(0.22753780074637953),0.018453541782042216(0.018453541782042216)
Nikola.Mirotic,0.18290186268550152(0.18290186268550152),0.1366530754918519(0.1366530754918519),0.153458225973462(0.153458225973462),0.24129976444315004(0.24129976444315004),0.635998600334071(0.635998600334071),0.14455355321803465(0.14455355321803465),0.19538875185472546(0.19538875185472546),0.3614807921116608(0.3614807921116608),0.16275417283640867(0.16275417283640867),0.10393000914726966(0.10393000914726966),0.0(0.0),0.2091411197347767(0.2091411197347767),0.07448090667216503(0.07448090667216503),0.21952640737780782(0.21952640737780782),0.7914214233513696(0.7914214233513696)
Kyle.O'Quinn,0.17477097107719922(0.17477097107719922),0.4701475837550851(0.4701475837550851),0.49788583218237226(0.49788583218237226),0.47241033312721015(0.47241033312721015),0.23629130959140374(0.23629130959140374),0.0(0.0),0.0(0.0),0.11001739342610123(0.11001739342610123),0.5157699381391638(0.5157699381391638),0.22810221055047664(0.22810221055047664),0.0(0.0),0.5073706067044375(0.5073706067044375),0.24459661591801338(0.24459661591801338),0.6274522932872103(0.6274522932872103),0.05106077064394637(0.05106077064394637)
Larry.Nance,0.17215138363473712(0.17215138363473712),0.4037591382447321(0.4037591382447321),0.4786701132514683(0.4786701132514683),0.586333347285172(0.586333347285172),0.24520124516331102(0.24520124516331102),0.0(0.0),0.08173525848608161(0.08173525848608161),0.30301032693249086(0.30301032693249086),0.24513303350957558(0.24513303350957558),0.0(0.0),0.0(0.0),0.4486098823768998(0.4486098823768998),0.3627931997933062(0.3627931997933062),0.5235052524728669(0.5235052524728669),0.12782922150021914(0.12782922150021914)
Jimmy.Butler,0.16577540771560545(0.16577540771560545),0.10169682813878149(0.10169682813878149),0.09778546586326596(0.09778546586326596),0.016603101980235988(0.016603101980235988),0.13635913042681913(0.13635913042681913),0.22011011965649302(0.22011011965649302),0.12927792592098858(0.12927792592098858),0.30736532760681906(0.30736532760681906),0.19549054683228367(0.19549054683228367),0.5423465572870062(0.5423465572870062),0.633873637263767(0.633873637263767),0.2909724131809589(0.2909724131809589),0.2447047410445397(0.2447047410445397),0.6947993533266648(0.6947993533266648),0.26044256109550706(0.26044256109550706)
Justin.Hamilton,0.15620408133668645(0.15620408133668645),0.2640344553671794(0.2640344553671794),0.27339417138574235(0.27339417138574235),0.5511128491835937(0.5511128491835937),0.5075483347373124(0.5075483347373124),0.0(0.0),0.06952845059391932(0.06952845059391932),0.25188348150405904(0.25188348150405904),0.22616511697222003(0.22616511697222003),0.0(0.0),0.0(0.0),0.27221827370833923(0.27221827370833923),0.31207241844469047(0.31207241844469047),0.15973737866260077(0.15973737866260077),0.6244503196389786(0.6244503196389786)
Jabari.Parker,0.15469062183659962(0.15469062183659962),0.15305925882366028(0.15305925882366028),0.21617726174672205(0.21617726174672205),0.16133117804453823(0.16133117804453823),0.41462337530249843(0.41462337530249843),0.2178401961302235(0.2178401961302235),0.10516004863233853(0.10516004863233853),0.4809771757536414(0.4809771757536414),0.030306732030750228(0.030306732030750228),0.4032992544321399(0.4032992544321399),0.1430465580620224(0.1430465580620224),0.45495845504665305(0.45495845504665305),0.23126237266883096(0.23126237266883096),0.3945408815445977(0.3945408815445977),0.2862512006790377(0.2862512006790377)
Wilson.Chandler,0.15462590792556144(0.15462590792556144),0.14065691015055537(0.14065691015055537),0.1537977388837127(0.1537977388837127),0.20436643609251848(0.20436643609251848),0.39429904130934(0.39429904130934),0.3127425009181229(0.3127425009181229),0.14120429208431154(0.14120429208431154),0.32840806619325374(0.32840806619325374),0.08458797438947485(0.08458797438947485),0.4617757540696785(0.4617757540696785),0.1757463924618701(0.1757463924618701),0.29156134143659396(0.29156134143659396),0.37586828805881517(0.37586828805881517),0.3131230008728906(0.3131230008728906),0.4564746014182902(0.4564746014182902)
Devin.Booker,0.15208752921281565(0.15208752921281565),0.043640249626079174(0.043640249626079174),0.04893351095187808(0.04893351095187808),0.0(0.0),0.1527196293786833(0.1527196293786833),0.24400587567458612(0.24400587567458612),0.359060234203104(0.359060234203104),0.5620463102512431(0.5620463102512431),0.1261475346793638(0.1261475346793638),0.5102694186725714(0.5102694186725714),0.4622461139518558(0.4622461139518558),0.20360182432759144(0.20360182432759144),0.27924277498325756(0.27924277498325756),0.6562696787412587(0.6562696787412587),0.3721173891289696(0.3721173891289696)
