Nikola.Jokic,0.5900886081199391(0.5900886081199391),0.35484933785320255(0.35484933785320255),0.37053319102652243(0.37053319102652243),0.39600606773606045(0.39600606773606045),0.16574196795948642(0.16574196795948642),0.0(0.0),0.043474106790068016(0.043474106790068016),0.16007090561406595(0.16007090561406595),0.44632727959079493(0.44632727959079493),0.24078369591509433(0.24078369591509433),0.0(0.0),0.4181031160377626(0.4181031160377626),0.49863670874932187(0.49863670874932187),0.34492763720445024(0.34492763720445024),0.2140038116008463(0.2140038116008463)
Marcin.Gortat,0.5835294109225668(0.5835294109225668),0.40022623847235056(0.40022623847235056),0.75561498226476(0.75561498226476),0.5856366961944777(0.5856366961944777),0.0(0.0),0.0(0.0),0.0(0.0),0.04316194480908485(0.04316194480908485),0.34077920172714293(0.34077920172714293),0.0(0.0),0.0(0.0),0.5749697408602972(0.5749697408602972),0.6048244065513309(0.6048244065513309),0.29631142115124465(0.29631142115124465),0.0019536623124321(0.0019536623124321)
Timofey.Mozgov,0.5792567963394546(0.5792567963394546),0.2833540483021138(0.2833540483021138),0.5409714400418075(0.5409714400418075),0.3792604563454153(0.3792604563454153),0.12862525394316177(0.12862525394316177),0.0(0.0),0.1529625925108553(0.1529625925108553),0.14074546299744442(0.14074546299744442),0.4516789481366014(0.4516789481366014),0.0906087261199477(0.0906087261199477),0.0(0.0),0.5033111318189668(0.5033111318189668),0.45851704426501244(0.45851704426501244),0.5300304735180725(0.5300304735180725),0.004008581144219022(0.004008581144219022)
Alex.Len,0.559267105192492(0.559267105192492),0.45393559166605063(0.45393559166605063),0.4529784719355993(0.4529784719355993),0.4773830747993994(0.4773830747993994),0.0886821690266373(0.0886821690266373),0.0(0.0),0.0(0.0),0.1348870463546846(0.1348870463546846),0.575881247091756(0.575881247091756),0.09124088108150435(0.09124088108150435),0.0(0.0),0.5924686946233527(0.5924686946233527),0.41931331665330884(0.41931331665330884),0.3696136926383703(0.3696136926383703),0.03407727467034194(0.03407727467034194)
Pau.Gasol,0.5569966876696276(0.5569966876696276),0.2372382193450778(0.2372382193450778),0.22747570262191238(0.22747570262191238),0.6817861396002776(0.6817861396002776),0.3073573960204708(0.3073573960204708),0.0(0.0),0.047286626472688255(0.047286626472688255),0.1336175198311166(0.1336175198311166),0.181993015217328(0.181993015217328),0.07702927437413644(0.07702927437413644),0.0(0.0),0.24087615692671235(0.24087615692671235),0.47428194054441225(0.47428194054441225),0.6436779384893239(0.6436779384893239),0.2263919640179781(0.2263919640179781)
Markieff.Morris,0.5341319493452432(0.5341319493452432),0.18874964672633526(0.18874964672633526),0.24550665508876499(0.24550665508876499),0.3496895830509096(0.3496895830509096),0.3178985431202228(0.3178985431202228),0.0469047351337957(0.0469047351337957),0.14400797780129346(0.14400797780129346),0.18033921746143192(0.18033921746143192),0.23377962258784124(0.23377962258784124),0.3753392875755687(0.3753392875755687),0.0(0.0),0.30042249312991787(0.30042249312991787),0.38081508986448465(0.38081508986448465),0.5290205560089648(0.5290205560089648),0.28988043276456804(0.28988043276456804)
Blake.Griffin,0.5339942501592816(0.5339942501592816),0.14449104462326595(0.14449104462326595),0.1558370655590574(0.1558370655590574),0.38102035352248553(0.38102035352248553),0.23516098491342785(0.23516098491342785),0.0(0.0),0.07916456772657064(0.07916456772657064),0.3651187540419509(0.3651187540419509),0.13447606748958227(0.13447606748958227),0.42176854795979557(0.42176854795979557),0.12554412030610293(0.12554412030610293),0.4097156912618425(0.4097156912618425),0.28839361528157426(0.28839361528157426),0.6141510290449185(0.6141510290449185),0.15181367384646108(0.15181367384646108)
Derrick.Favors,0.5189919124351203(0.5189919124351203),0.28712869652703793(0.28712869652703793),0.6284322461683094(0.6284322461683094),0.6808616848858932(0.6808616848858932),0.18480458285434104(0.18480458285434104),0.0(0.0),0.0(0.0),0.0(0.0),0.15424236716824738(0.15424236716824738),0.0(0.0),0.0(0.0),0.43711653290086083(0.43711653290086083),0.41396929925892284(0.41396929925892284),0.637618485295321(0.637618485295321),0.031530331093750516(0.031530331093750516)
Boris.Diaw,0.5111738136544121(0.5111738136544121),0.11979070265778828(0.11979070265778828),0.16230392560203094(0.16230392560203094),0.2878255318401212(0.2878255318401212),0.5460620563880367(0.5460620563880367),0.0(0.0),0.0(0.0),0.1101361058579059(0.1101361058579059),0.25139809671249036(0.25139809671249036),0.19663607999863247(0.19663607999863247),0.10303695373844661(0.10303695373844661),0.4068947554654643(0.4068947554654643),0.31790385291313006(0.31790385291313006),0.3504193145129365(0.3504193145129365),0.3256880839492016(0.3256880839492016)
Serge.Ibaka,0.5103597959026448(0.5103597959026448),0.20691762460796917(0.20691762460796917),0.18022618789546557(0.18022618789546557),0.5644148282741462(0.5644148282741462),0.34174259780975663(0.34174259780975663),0.0(0.0),0.0718071660851803(0.0718071660851803),0.26532084140065954(0.26532084140065954),0.19586066529764878(0.19586066529764878),0.14556627583888676(0.14556627583888676),0.0(0.0),0.14063283412358954(0.14063283412358954),0.4169315568437091(0.4169315568437091),0.578275974871614(0.578275974871614),0.42443614961663934(0.42443614961663934)
Harrison.Barnes,0.5005120763335907(0.5005120763335907),0.05358872435203497(0.05358872435203497),0.10682429563614332(0.10682429563614332),0.21085209609303907(0.21085209609303907),0.22344528248331233(0.22344528248331233),0.041328384326430934(0.041328384326430934),0.43692340563230814(0.43692340563230814),0.09602512677925001(0.09602512677925001),0.07919828076078424(0.07919828076078424),0.9593897227805148(0.9593897227805148),0.06980839282940608(0.06980839282940608),0.17928854644613326(0.17928854644613326),0.49311578108913773(0.49311578108913773),0.7306811975399836(0.7306811975399836),0.22718848804307532(0.22718848804307532)
Paul.Millsap,0.4808374663779274(0.4808374663779274),0.10880759998956335(0.10880759998956335),0.1541678013064744(0.1541678013064744),0.6046730682889063(0.6046730682889063),0.25913098497068804(0.25913098497068804),0.0(0.0),0.16354346939372405(0.16354346939372405),0.12461188753690527(0.12461188753690527),0.21526446301546603(0.21526446301546603),0.4952976770696449(0.4952976770696449),0.027746662169014804(0.027746662169014804),0.26654993298255963(0.26654993298255963),0.4885473556450202(0.4885473556450202),0.448999399162954(0.448999399162954),0.3259983276554677(0.3259983276554677)
Carmelo.Anthony,0.4705283146131702(0.4705283146131702),0.08061038796190191(0.08061038796190191),0.06092470465253183(0.06092470465253183),0.06358066621254424(0.06358066621254424),0.2282316339516487(0.2282316339516487),0.1563712478605392(0.1563712478605392),0.1687346790544286(0.1687346790544286),0.1590083999945307(0.1590083999945307),0.12186447435406328(0.12186447435406328),0.9050341887879086(0.9050341887879086),0.2893447916675931(0.2893447916675931),0.10993116484736151(0.10993116484736151),0.14828437732303795(0.14828437732303795),0.880326091134565(0.880326091134565),0.39851479621736297(0.39851479621736297)
Robin.Lopez,0.4624068075506049(0.4624068075506049),0.5317243438675653(0.5317243438675653),0.4076858059937655(0.4076858059937655),0.6969554977127881(0.6969554977127881),0.1501925559715695(0.1501925559715695),0.08642535870845752(0.08642535870845752),0.0(0.0),0.003535617653150413(0.003535617653150413),0.26334389477138453(0.26334389477138453),0.0(0.0),0.0(0.0),0.34522330578671756(0.34522330578671756),0.6162480705187479(0.6162480705187479),0.6699193038935436(0.6699193038935436),0.003393070305802025(0.003393070305802025)
Domantas.Sabonis,0.4536114619223085(0.4536114619223085),0.10504478320650662(0.10504478320650662),0.2458336323469613(0.2458336323469613),0.5623964979188018(0.5623964979188018),0.4381759056778508(0.4381759056778508),0.0(0.0),0.0(0.0),0.33955056396634103(0.33955056396634103),0.09764404168491093(0.09764404168491093),0.08733502530234308(0.08733502530234308),0.0(0.0),0.31115650188676136(0.31115650188676136),0.38289648867387144(0.38289648867387144),0.3054832056870945(0.3054832056870945),0.4346269506267337(0.4346269506267337)
Tarik.Black,0.4380593786361504(0.4380593786361504),0.6357114106711236(0.6357114106711236),0.6329416907154558(0.6329416907154558),0.5783322825662395(0.5783322825662395),0.0(0.0),0.0(0.0),0.0(0.0),0.1271555314953164(0.1271555314953164),0.2979226472166644(0.2979226472166644),0.0(0.0),0.0(0.0),0.7922016036846059(0.7922016036846059),0.40521217487298006(0.40521217487298006),0.0817783899375252(0.0817783899375252),0.008944318425725297(0.008944318425725297)
Anthony.Davis,0.43543335728440374(0.43543335728440374),0.18504987426785566(0.18504987426785566),0.16459697014725516(0.16459697014725516),0.6291347768963464(0.6291347768963464),0.18682344480110016(0.18682344480110016),0.11847366128745707(0.11847366128745707),0.21656667545606065(0.21656667545606065),0.21010070611423595(0.21010070611423595),0.16933304062061072(0.16933304062061072),0.379615680966222(0.379615680966222),0.016621625821020853(0.016621625821020853),0.30711670410080655(0.30711670410080655),0.47576947495290006(0.47576947495290006),0.6878387806978825(0.6878387806978825),0.11545555834246628(0.11545555834246628)
Shaun.Livingston,0.4324575657403141(0.4324575657403141),0.0(0.0),0.5475470481886787(0.5475470481886787),0.0(0.0),0.07699555881741398(0.07699555881741398),0.3057085038537774(0.3057085038537774),0.11549546674850635(0.11549546674850635),0.39515959852298027(0.39515959852298027),0.4248086381959889(0.4248086381959889),0.40136653772067116(0.40136653772067116),0.22966436665831508(0.22966436665831508),0.2055511843967606(0.2055511843967606),0.6023658444156186(0.6023658444156186),0.9020790715421527(0.9020790715421527),0.012482418066058489(0.012482418066058489)
Trevor.Booker,0.4165355538066608(0.4165355538066608),0.2710488579907781(0.2710488579907781),0.30519734229467144(0.30519734229467144),0.4544197356743082(0.4544197356743082),0.2264909852770392(0.2264909852770392),0.0(0.0),0.0(0.0),0.47494878310726363(0.47494878310726363),0.23308932373424002(0.23308932373424002),0.2716572621097354(0.2716572621097354),0.0(0.0),0.5278337173671035(0.5278337173671035),0.4580135579599432(0.4580135579599432),0.2505641099862535(0.2505641099862535),0.17352885178507166(0.17352885178507166)
Shabazz.Muhammad,0.3987631546355095(0.3987631546355095),0.20866037117773428(0.20866037117773428),0.291280138974314(0.291280138974314),0.0(0.0),0.43621909669917047(0.43621909669917047),0.1131329444783364(0.1131329444783364),0.0573444207647122(0.0573444207647122),0.6618189359864056(0.6618189359864056),0.07663474110576367(0.07663474110576367),0.18148865827661553(0.18148865827661553),0.03994188914520009(0.03994188914520009),0.38613713201035366(0.38613713201035366),0.43278419832830356(0.43278419832830356),0.30330674226358145(0.30330674226358145),0.3188096117812794(0.3188096117812794)
Kosta.Koufos,0.38892106015753375(0.38892106015753375),0.42034131253153(0.42034131253153),1.0(1.0),0.3922446983902603(0.3922446983902603),0.0(0.0),0.0(0.0),0.0(0.0),0.12221460093165276(0.12221460093165276),0.3080959192480499(0.3080959192480499),0.08329846677881218(0.08329846677881218),0.0(0.0),0.5213409691038204(0.5213409691038204),1.0(1.0),0.06917861869445485(0.06917861869445485),0.003354118916591427(0.003354118916591427)
Kristaps.Porzingis,0.38630734298797553(0.38630734298797553),0.18190622698098946(0.18190622698098946),0.2204656813642473(0.2204656813642473),0.4047014100567043(0.4047014100567043),0.3306358285131245(0.3306358285131245),0.08153909745682367(0.08153909745682367),0.25606105785316396(0.25606105785316396),0.22631531388573703(0.22631531388573703),0.1184197464829814(0.1184197464829814),0.3110176359762376(0.3110176359762376),0.022816177942198552(0.022816177942198552),0.20632225992714506(0.20632225992714506),0.3565674940189695(0.3565674940189695),0.5238447804039104(0.5238447804039104),0.4191389500173328(0.4191389500173328)
David.Lee,0.38027223462455545(0.38027223462455545),0.45873023956455744(0.45873023956455744),0.5912698711746024(0.5912698711746024),0.45057990776349827(0.45057990776349827),0.11129487480717354(0.11129487480717354),0.0(0.0),0.0(0.0),0.21942544042799847(0.21942544042799847),0.26348512176728633(0.26348512176728633),0.2103093823882591(0.2103093823882591),0.0(0.0),0.6706905238379124(0.6706905238379124),0.40521217487298006(0.40521217487298006),0.29786441220989734(0.29786441220989734),0.0(0.0)
Zaza.Pachulia,0.3626103194567287(0.3626103194567287),0.37137521031517245(0.37137521031517245),0.7959826103983921(0.7959826103983921),0.2954009773827489(0.2954009773827489),0.10873232987393958(0.10873232987393958),0.0(0.0),0.0(0.0),0.207980215206393(0.207980215206393),0.5165991491686666(0.5165991491686666),0.12398874126544306(0.12398874126544306),0.0(0.0),0.7568367637650106(0.7568367637650106),0.21994077562327538(0.21994077562327538),0.2892025826459879(0.2892025826459879),0.008565568922597107(0.008565568922597107)
Maurice.Harkless,0.35921634917278294(0.35921634917278294),0.3114575931217223(0.3114575931217223),0.2912576191300267(0.2912576191300267),0.10452556557086366(0.10452556557086366),0.41933743500281245(0.41933743500281245),0.12975538472927986(0.12975538472927986),0.13055086318727993(0.13055086318727993),0.40851846057396296(0.40851846057396296),0.054863847514592695(0.054863847514592695),0.10826611604483607(0.10826611604483607),0.07715450535052573(0.07715450535052573),0.57485371554145(0.57485371554145),0.15281199412422466(0.15281199412422466),0.08574235639907642(0.08574235639907642),0.4073182296048876(0.4073182296048876)
Aron.Baynes,0.3522727378729342(0.3522727378729342),0.6155380382487288(0.6155380382487288),0.5224997147049814(0.5224997147049814),0.6141863405724423(0.6141863405724423),0.05604703133296164(0.05604703133296164),0.0(0.0),0.0(0.0),0.107305544381629(0.107305544381629),0.5075987843691177(0.5075987843691177),0.0(0.0),0.0(0.0),0.5516793326072889(0.5516793326072889),0.5789336592150145(0.5789336592150145),0.358702315038583(0.358702315038583),0.0(0.0)
Willy.Hernangomez,0.3482631329340998(0.3482631329340998),0.4851469436777051(0.4851469436777051),0.5528889864718024(0.5528889864718024),0.5632538098372738(0.5632538098372738),0.10279846211719586(0.10279846211719586),0.0(0.0),0.0(0.0),0.17188820318091313(0.17188820318091313),0.3575908490742529(0.3575908490742529),0.12120943062084387(0.12120943062084387),0.0(0.0),0.6896337983833108(0.6896337983833108),0.34738434561959547(0.34738434561959547),0.25248491895717734(0.25248491895717734),0.04241338079474756(0.04241338079474756)
Willie.Cauley-Stein,0.33781162071051335(0.33781162071051335),0.22893772253856745(0.22893772253856745),0.6451884686549206(0.6451884686549206),0.5224561848288678(0.5224561848288678),0.13347160520064083(0.13347160520064083),0.0(0.0),0.0(0.0),0.20606567046094948(0.20606567046094948),0.3245565123669689(0.3245565123669689),0.3156724882379398(0.3156724882379398),0.0(0.0),0.5410970811716566(0.5410970811716566),0.6196268267694697(0.6196268267694697),0.3362884670375776(0.3362884670375776),0.0054670053044126735(0.0054670053044126735)
Frank.Kaminsky,0.33734592742377295(0.33734592742377295),0.08566247777390588(0.08566247777390588),0.1894373734389033(0.1894373734389033),0.5545026841106937(0.5545026841106937),0.5182314657836496(0.5182314657836496),0.06055877946993836(0.06055877946993836),0.14032373299395645(0.14032373299395645),0.08438374356456742(0.08438374356456742),0.16115844046842998(0.16115844046842998),0.16624398043614455(0.16624398043614455),0.018293426746616468(0.018293426746616468),0.2245875919780667(0.2245875919780667),0.4464675238354682(0.4464675238354682),0.19450074066538092(0.19450074066538092),0.5803546687747811(0.5803546687747811)
Arron.Afflalo,0.3308796625928335(0.3308796625928335),0.0(0.0),0.11216955610633954(0.11216955610633954),0.0(0.0),0.49667589427096664(0.49667589427096664),0.2735286588810955(0.2735286588810955),0.4022235164713981(0.4022235164713981),0.2422695229881493(0.2422695229881493),0.19520329662534283(0.19520329662534283),0.32562281825256095(0.32562281825256095),0.13982990576474155(0.13982990576474155),0.09398308749149058(0.09398308749149058),0.34988307734711366(0.34988307734711366),0.6418380506444857(0.6418380506444857),0.4727072263671745(0.4727072263671745)
Kenneth.Faried,0.32659304446384524(0.32659304446384524),0.7244787259256474(0.7244787259256474),0.696766470741083(0.696766470741083),0.25899147420177077(0.25899147420177077),0.053457944094610924(0.053457944094610924),0.0(0.0),0.0(0.0),0.28884639036088033(0.28884639036088033),0.4180812485737004(0.4180812485737004),0.0(0.0),0.0(0.0),0.7652891569239705(0.7652891569239705),0.38712379792275753(0.38712379792275753),0.1271496651303587(0.1271496651303587),0.018963675471440726(0.018963675471440726)
Danilo.Gallinari,0.32506611405426217(0.32506611405426217),0.058733893006729175(0.058733893006729175),0.13389365725021665(0.13389365725021665),0.08493061273026795(0.08493061273026795),0.3970754465045523(0.3970754465045523),0.41701458844175743(0.41701458844175743),0.12984455657958996(0.12984455657958996),0.33259694389292377(0.33259694389292377),0.019531692958828773(0.019531692958828773),0.5037009132953327(0.5037009132953327),0.18360214234646788(0.18360214234646788),0.2151179820294871(0.2151179820294871),0.09581182670677285(0.09581182670677285),0.5072473166112849(0.5072473166112849),0.5680000191542224(0.5680000191542224)
Jeff.Green,0.32379110656135063(0.32379110656135063),0.07119475754304123(0.07119475754304123),0.08574353765601572(0.08574353765601572),0.16378302295521538(0.16378302295521538),0.40353860994258706(0.40353860994258706),0.22115082262328564(0.22115082262328564),0.10248789222971662(0.10248789222971662),0.4935390222421534(0.4935390222421534),0.17457070284540774(0.17457070284540774),0.2893824162719039(0.2893824162719039),0.19106120790204634(0.19106120790204634),0.24247101288452075(0.24247101288452075),0.3290602935859428(0.3290602935859428),0.43504607067154033(0.43504607067154033),0.4547656853115833(0.4547656853115833)
John.Henson,0.32187356768546826(0.32187356768546826),0.45294804131818345(0.45294804131818345),0.7415510662265979(0.7415510662265979),0.5405393842751844(0.5405393842751844),0.07640929494696347(0.07640929494696347),0.0(0.0),0.0(0.0),0.12276781055257821(0.12276781055257821),0.4644057710587877(0.4644057710587877),0.0(0.0),0.0(0.0),0.5890561606529408(0.5890561606529408),0.6642529357102391(0.6642529357102391),0.22810750844088007(0.22810750844088007),0.0(0.0)
